date,latitude,longitude,stationName,value,previousDate,previousValue,type
2017-02-02,28.4675,-98.2525,"Choke Canyon Dam, Tx",30,2016-02-02,30,high
2017-02-02,28.0372,-97.8725,"Mathis 4 Ssw, Tx",29.4,1989-02-02,29.4,high
2017-02-02,29.8099,-99.2498,"Medina 1 Ne, Tx",28.9,2016-02-02,28.9,high
2017-02-02,30.3368,-96.5402,"Somerville Dam, Tx",26.7,2012-02-02,25.6,high
2017-02-02,30.3237,-96.1594,"Washington State Park, Tx",28.3,2012-02-02,27.8,high
2017-02-02,29.2738,-97.1555,"Yoakum, Tx",28.3,1974-02-02,28.3,high
2017-02-02,70.3289,-149.6114,"Kuparuk, Ak",-2.8,2014-02-02,-5.6,high
2017-02-02,42.2897,-123.2303,"Provolt Seed Orchard Oregon, Or",18.9,1995-02-02,18.3,high
2017-02-02,33.3644,-81.9633,"Augusta Bush Field Airport, Ga",26.1,2016-02-02,26.1,high
2017-02-02,30.12472,-93.22833,"Lake Charles Regional Airport, La",25.6,1989-02-02,25.6,high
2017-02-02,29.95056,-94.02056,"Port Arthur Se Tx Regional Airport, Tx",27.2,2006-02-02,26.7,high
2017-02-02,71.2834,-156.7815,"Barrow W Post W Rogers Airport, Ak",-3.2,1994-02-02,-3.3,high
2017-02-03,30.2505,-88.0775,"Dauphin Island Number 2, Al",22.2,1989-02-03,21.7,high
2017-02-03,36.4622,-116.8669,"Death Valley, Ca",26.7,2009-02-03,26.7,high
2017-02-03,29.7258,-85.0205,"Apalachicola Airport, Fl",25.6,1999-02-03,25.6,high
2017-02-03,29.88944,-93.40194,"Hackberry 8 Ssw, La",24.4,1989-02-03,24.4,high
2017-02-03,42.2231,-123.0472,"Ruch, Or",17.2,1995-02-03,17.2,high
2017-02-03,31.9622,-95.2736,"Jacksonville, Tx",25.6,2016-02-03,25,high
2017-02-04,32.9027,-90.3816,"Yazoo City 5 Nne, Ms",25.6,1971-02-04,23.3,high
2017-02-04,33.146,-107.1843,"Elephant Butte Dam, Nm",22.2,1980-02-04,22.2,high
2017-02-04,33.3502,-105.14,"Picacho, Nm",21.7,1984-02-04,20.6,high
2017-02-04,32.7618,-79.8573,"Sullivans Island, Sc",23.3,1957-02-04,23.3,high
2017-02-04,35.5302,-102.2563,"Boys Ranch, Tx",22.2,1995-02-04,21.7,high
2017-02-04,30.7053,-104.0232,"Mount Locke, Tx",22.8,1980-02-04,22.2,high
2017-02-04,30.3237,-96.1594,"Washington State Park, Tx",28.3,2012-02-04,27.2,high
2017-02-04,37.53,-110.7203,"Bullfrog Basin, Ut",14.4,1999-02-04,14.4,high
2017-02-04,38.46,-109.8213,"Canyonlands The Neck, Ut",11.1,1995-02-04,11.1,high
2017-02-04,38.1678,-109.7597,"Canyonlands The Needles, Ut",15.6,1999-02-04,14.4,high
2017-02-04,31.925,-104.8253,"Guadelupe Peak Texas, Tx",12.2,2015-02-04,12.2,high
2017-02-04,60.78,-149.18,"Turnagain Pass, Ak",5.8,1983-02-04,4,high
2017-02-04,35.6875,-117.6931,"China Lake Naf, Ca",31.7,1995-02-04,27.8,high
2017-02-05,34.025,-91.3444,"Arkansas Post, Ar",22.2,2008-02-05,21.7,high
2017-02-05,38.6826,-108.9731,"Gateway, Co",17.2,2015-02-05,17.2,high
2017-02-05,39.5703,-107.2267,"Shoshone, Co",12.2,1934-02-05,12.2,high
2017-02-05,37.3822,-102.2986,"Walsh 1 W, Co",19.4,2009-02-05,18.9,high
2017-02-05,39.3925,-101.0689,"Colby 1 Sw, Ks",19.4,2009-02-05,18.9,high
2017-02-05,32.8965,-107.3077,"Caballo Dam, Nm",24.4,1963-02-05,24.4,high
2017-02-05,33.146,-107.1843,"Elephant Butte Dam, Nm",23.3,1950-02-05,23.3,high
2017-02-05,33.3502,-105.14,"Picacho, Nm",22.8,2001-02-05,22.8,high
2017-02-05,30.7053,-104.0232,"Mount Locke, Tx",21.1,1999-02-05,21.1,high
2017-02-05,37.53,-110.7203,"Bullfrog Basin, Ut",17.2,2015-02-05,15.6,high
2017-02-05,60.78,-149.18,"Turnagain Pass, Ak",5.4,2001-02-05,4,high
2017-02-05,29.2733,-94.8592,"Galveston Scholes Field, Tx",23.9,1957-02-05,23.3,high
2017-02-05,32.76667,-97.45,"Fort Worth Nas, Tx",25.6,1967-02-05,25.6,high
2017-02-05,21.98389,-159.34056,"Lihue Weather Service Office Airport 1020.1, Hi",28.9,2016-02-05,28.9,high
2017-02-05,33.6656,-101.8231,"Lubbock International Airport, Tx",26.1,1999-02-05,23.9,high
2017-02-05,35.18222,-103.60306,"Tucumcari Municipal Airport, Nm",25,2009-02-05,25,high
2017-02-05,35.6875,-117.6931,"China Lake Naf, Ca",27.8,1995-02-05,27.2,high
2017-02-06,41.518,-90.5647,"Rock Island Lock And Dam 15, Il",13.3,2009-02-06,11.7,high
2017-02-06,41.6116,-86.7297,"Laporte, In",12.8,1965-02-06,10.6,high
2017-02-06,39.8544,-84.8779,"Richmond Water Works, In",15,2008-02-06,15,high
2017-02-06,29.7856,-92.2046,"Leland Bowman Lock, La",23.9,1994-02-06,23.3,high
2017-02-06,37.0538,-93.5756,"Billings 1 Sw, Mo",19.4,2009-02-06,18.3,high
2017-02-06,37.3338,-92.9097,"Marshfield, Mo",18.9,2008-02-06,18.3,high
2017-02-06,37.8958,-90.8411,"Potosi, Mo",16.7,1999-02-06,15.6,high
2017-02-06,35.6413,-106.3322,"Cochiti Dam, Nm",18.9,1995-02-06,16.1,high
2017-02-06,40.9462,-83.9614,"Pandora, Oh",13.9,1965-02-06,12.8,high
2017-02-06,35.11833,-97.67,"Blanchard 2 Ssw, Ok",25,1963-02-06,22.2,high
2017-02-06,34.9805,-101.9263,"Canyon, Tx",23.3,1965-02-06,21.1,high
2017-02-06,31.5333,-101.2842,"Cope Ranch, Tx",26.1,2000-02-06,25,high
2017-02-06,33.6516,-101.245,"Crosbyton, Tx",25.6,1999-02-06,24.4,high
2017-02-06,31.877,-105.237,"Dell City 5 Ssw, Tx",24.4,1999-02-06,23.9,high
2017-02-06,34.58583,-102.31194,"Dimmitt 2 N, Tx",22.2,2009-02-06,22.2,high
2017-02-06,33.9849,-101.3338,"Floydada, Tx",24.4,1954-02-06,23.3,high
2017-02-06,30.9071,-102.9153,"Fort Stockton, Tx",27.8,2006-02-06,27.2,high
2017-02-06,31.4144,-97.7019,"Gatesville, Tx",30,1911-02-06,27.8,high
2017-02-06,33.62667,-100.33694,"Guthrie, Tx",27.8,1999-02-06,26.1,high
2017-02-06,33.2544,-100.5724,"Jayton, Tx",27.2,1973-02-06,25,high
2017-02-06,33.8692,-102.2592,"Littlefield, Tx",26.1,2009-02-06,23.3,high
2017-02-06,33.7184,-102.7585,"Morton, Tx",24.4,1999-02-06,24.4,high
2017-02-06,30.7053,-104.0232,"Mount Locke, Tx",22.2,1999-02-06,21.7,high
2017-02-06,34.21917,-102.73278,"Muleshoe Number 1, Tx",25,1963-02-06,24.4,high
2017-02-06,34.00667,-100.29889,"Paducah, Tx",28.3,2006-02-06,25,high
2017-02-06,34.1891,-101.7023,"Plainview, Tx",24.4,1963-02-06,24.4,high
2017-02-06,33.19861,-101.37444,"Post, Tx",26.1,1999-02-06,25,high
2017-02-06,31.0619,-94.1011,"Sam Rayburn Dam, Tx",25,2008-02-06,23.9,high
2017-02-06,33.7033,-96.6419,"Sherman, Tx",25.6,1963-02-06,25,high
2017-02-06,34.47222,-101.30056,"Silverton, Tx",24.4,2006-02-06,22.8,high
2017-02-06,32.9402,-99.8036,"Stamford 1, Tx",24.4,2007-02-06,23.9,high
2017-02-06,33.757,-99.8618,"Truscott 3 W, Tx",26.1,2006-02-06,25,high
2017-02-06,34.39556,-100.89722,"Turkey, Tx",26.7,2006-02-06,26.1,high
2017-02-06,34.8422,-100.2102,"Wellington, Tx",26.7,2009-02-06,25.6,high
2017-02-06,38.6163,-109.6191,"Arches National Park Hqs, Ut",16.7,1995-02-06,16.7,high
2017-02-06,37.53,-110.7203,"Bullfrog Basin, Ut",15.6,2015-02-06,15,high
2017-02-06,38.1678,-109.7597,"Canyonlands The Needles, Ut",15.6,2015-02-06,15.6,high
2017-02-06,21.8999,-159.4211,"Mahaulepu 941.1, Hi",30.6,2006-02-06,30.6,high
2017-02-06,19.2705,-155.8746,"Opihihale 2 24.1, Hi",30,2005-02-06,27.8,high
2017-02-06,35.4319,-82.5375,"Asheville Airport, Nc",20,2008-02-06,17.2,high
2017-02-06,37.0563,-88.7744,"Paducah Barkley Regional Airport, Ky",18.3,1963-02-06,17.8,high
2017-02-06,30.58917,-96.36472,"College Station Easterwood Field, Tx",27.2,1969-02-06,26.7,high
2017-02-06,32.8978,-97.0189,"Dal Ftw Wscmo Airport, Tx",27.8,1963-02-06,25,high
2017-02-06,35.3568,-99.2042,"Clinton Sherman Airport, Ok",26.7,2009-02-06,23.3,high
2017-02-06,37.2252,-89.5705,"Cape Girardeau Municipal Airport, Mo",18.3,1999-02-06,16.7,high
2017-02-06,32.3205,-90.0777,"Jackson International Airport, Ms",25,1999-02-06,25,high
2017-02-06,34.8353,-92.2596,"North Little Rock Airport, Ar",21.7,1999-02-06,21.1,high
2017-02-06,36.7683,-96.0261,"Bartlesville Frank Phillips Field, Ok",23.9,2007-02-06,23.3,high
2017-02-06,28.8614,-96.9303,"Victoria Regional Airport, Tx",27.8,1973-02-06,26.7,high
2017-02-06,27.5,-97.81667,"Kingsville Naas, Tx",30.6,1969-02-06,27.8,high
2017-02-06,28.45667,-99.21833,"Cotulla La Salle Co Airport, Tx",30.6,2009-02-06,29.4,high
2017-02-06,29.98,-95.36,"Houston Intercontinental Airport, Tx",27.2,1999-02-06,26.7,high
2017-02-06,37.3169,-79.9741,"Roanoke Regional Airport, Va",20,2008-02-06,20,high
2017-02-06,38.5199,-89.8466,"Belleville Siu Rsrch, Il",15,1999-02-06,14.4,high
2017-02-06,35.0564,-89.9865,"Memphis International Airport, Tn",22.8,1999-02-06,21.1,high
2017-02-06,30.1831,-97.6799,"Austin Bergstrom International Airport, Tx",27.2,2009-02-06,26.1,high
2017-02-06,32.76667,-97.45,"Fort Worth Nas, Tx",28.3,1950-02-06,25.6,high
2017-02-06,31.3953,-92.2907,"Alexandria Esler Field, La",26.1,1999-02-06,25.6,high
2017-02-06,32.8519,-96.8555,"Dallas Faa Airport, Tx",26.7,1963-02-06,25.6,high
2017-02-06,35.333,-94.3625,"Fort Smith Regional Airport, Ar",22.8,1950-02-06,21.7,high
2017-02-06,35.3889,-97.6006,"Oklahoma City Will Rogers World Airport, Ok",25,2009-02-06,22.8,high
2017-02-06,36.1994,-95.8872,"Tulsa International Airport, Ok",24.4,2007-02-06,22.8,high
2017-02-06,36.73667,-97.10194,"Ponca City Municipal Airport, Ok",22.8,2009-02-06,22.8,high
2017-02-06,36.2668,-93.1566,"Harrison Boone Co Airport, Ar",20,2007-02-06,19.4,high
2017-02-06,36.2967,-99.7689,"Gage Airport, Ok",26.1,2009-02-06,25,high
2017-02-06,33.4963,-90.0866,"Greenwood Leflore Airport, Ms",23.3,1973-02-06,23.3,high
2017-02-06,37.1466,-94.5022,"Joplin Regional Airport, Mo",23.3,2009-02-06,20.6,high
2017-02-06,37.2397,-93.3897,"Springfield Regional Airport, Mo",20.6,2007-02-06,19.4,high
2017-02-06,38.13111,-91.76833,"Vichy Rolla National Airport, Mo",18.3,2009-02-06,18.3,high
2017-02-06,41.4057,-81.852,"Cleveland Hopkins International Airport, Oh",12.2,1965-02-06,12.2,high
2017-02-06,41.01361,-83.66861,"Findlay Airport, Oh",14.4,1999-02-06,11.1,high
2017-02-06,40.9705,-85.2063,"Fort Wayne International Airport, In",13.9,1946-02-06,11.1,high
2017-02-06,40.8204,-82.5178,"Mansfield Lahm Regional Airport, Oh",12.2,1990-02-06,10.6,high
2017-02-06,40.9181,-81.4435,"Akron Canton Airport, Oh",11.7,1963-02-06,10.6,high
2017-02-06,41.46528,-90.52333,"Moline Quad City International Airport, Il",13.9,2009-02-06,11.1,high
2017-02-06,41.5338,-93.653,"Des Moines International Airport, Ia",14.4,2009-02-06,14.4,high
2017-02-06,41.8833,-91.7166,"Cedar Rapids Municipal Airport, Ia",11.1,1987-02-06,10,high
2017-02-06,19.7191,-155.053,"Hilo International Airport 87, Hi",30,1960-02-06,30,high
2017-02-06,34.4272,-100.2831,"Childress Municipal Airport, Tx",27.8,1950-02-06,27.8,high
2017-02-06,35.6875,-117.6931,"China Lake Naf, Ca",26.7,1995-02-06,26.7,high
2017-02-06,39.72517,-86.28168,"Indianapolis International Airport, In",13.3,2005-02-06,12.2,high
2017-02-06,34.8822,-95.783,"Mcalester Regional Airport, Ok",25.6,1942-02-06,23.3,high
2017-02-06,32.7816,-98.0602,"Mineral Wells Airport, Tx",28.9,2009-02-06,26.1,high
2017-02-06,34.9894,-99.0525,"Hobart Municipal Airport, Ok",27.8,2009-02-06,24.4,high
2017-02-06,36.0097,-94.1694,"Fayetteville Drake Field, Ar",19.4,2013-02-06,18.9,high
2017-02-06,42.1927,-89.093,"Rockford Greater Rockford Airport, Il",11.7,1987-02-06,8.3,high
2017-02-06,41.995,-87.9336,"Chicago Ohare International Airport, Il",12.8,1964-02-06,11.7,high
2017-02-06,40.23417,-85.39361,"Muncie Delaware Co Airport, In",15,2005-02-06,10,high
2017-02-06,42.39778,-90.70361,"Dubuque Regional Airport, Ia",8.9,1987-02-06,7.2,high
2017-02-06,42.5544,-92.4011,"Waterloo Municipal Airport, Ia",10.6,2009-02-06,7.8,high
2017-02-07,34.9818,-92.0064,"Cabot, Ar",22.8,2008-02-07,22.8,high
2017-02-07,34.9772,-91.4978,"Des Arc, Ar",23.3,1904-02-07,22.2,high
2017-02-07,35.6871,-90.0963,"Keiser, Ar",21.1,1999-02-07,19.4,high
2017-02-07,35.8445,-92.0979,"Mountain View, Ar",19.4,2001-02-07,19.4,high
2017-02-07,36.0336,-90.4978,"Paragould 1 S, Ar",19.4,1999-02-07,18.3,high
2017-02-07,34.3702,-91.1241,"Saint Charles, Ar",22.8,1974-02-07,22.2,high
2017-02-07,35.1242,-90.1806,"West Memphis, Ar",22.2,1963-02-07,21.7,high
2017-02-07,27.4467,-82.5014,"Bradenton, Fl",28.9,1989-02-07,28.9,high
2017-02-07,26.9164,-81.9983,"Punta Gorda 4 Ese, Fl",30,2013-02-07,29.4,high
2017-02-07,30.54972,-84.58361,"Quincy 3 Ssw, Fl",25,2008-02-07,25,high
2017-02-07,42.1153,-88.1639,"Barrington 3 Sw, Il",11.1,1987-02-07,8.3,high
2017-02-07,38.6308,-89.3658,"Carlyle Reservoir, Il",16.7,1963-02-07,14.4,high
2017-02-07,42.1398,-87.7854,"Chicago Botanical Garden, Il",12.8,2009-02-07,9.4,high
2017-02-07,41.9342,-88.7756,"De Kalb, Il",11.1,1987-02-07,7.8,high
2017-02-07,41.835,-89.5136,"Dixon 1 W, Il",11.7,1900-02-07,10,high
2017-02-07,42.0628,-88.2861,"Elgin, Il",12.8,1925-02-07,11.1,high
2017-02-07,42.2972,-89.6038,"Freeport Wwp, Il",10,1987-02-07,8.9,high
2017-02-07,39.1025,-90.343,"Jerseyville 2 Sw, Il",15.6,2009-02-07,15.6,high
2017-02-07,41.5033,-88.1027,"Joliet Brandon Rd Dm, Il",11.1,1990-02-07,10.6,high
2017-02-07,41.138,-87.8855,"Kankakee Metro Wwtp, Il",11.7,2005-02-07,8.3,high
2017-02-07,37.9842,-89.9492,"Kaskaskia Riv Nav Lo, Il",18.9,1999-02-07,18.3,high
2017-02-07,41.2429,-89.8997,"Kewanee 1 E, Il",11.7,1965-02-07,11.7,high
2017-02-07,40.9126,-89.034,"Minonk, Il",13.9,1904-02-07,12.8,high
2017-02-07,42.098,-89.9841,"Mount Carroll, Il",11.7,1998-02-07,9.4,high
2017-02-07,38.343,-89.3586,"Nashville 1 E, Il",17.2,1904-02-07,16.7,high
2017-02-07,40.5493,-88.9501,"Normal 4 Ne, Il",14.4,2005-02-07,12.8,high
2017-02-07,41.4947,-87.6802,"Park Forest, Il",11.1,1965-02-07,11.1,high
2017-02-07,41.6652,-88.978,"Paw Paw 2 S, Il",11.1,1965-02-07,7.8,high
2017-02-07,41.9116,-89.0708,"Rochelle, Il",11.1,2005-02-07,8.3,high
2017-02-07,39.4079,-88.7739,"Shelbyville Dam, Il",17.2,1987-02-07,13.9,high
2017-02-07,39.7946,-88.2909,"Tuscola, Il",14.4,1993-02-07,12.8,high
2017-02-07,40.7928,-87.7556,"Watseka 2 Nw, Il",13.3,1965-02-07,12.2,high
2017-02-07,39.4239,-85.0128,"Brookville, In",16.7,1963-02-07,16.7,high
2017-02-07,41.1452,-85.4898,"Columbia City, In",12.8,1965-02-07,11.7,high
2017-02-07,40.4355,-85.2891,"Hartford City 4 Ese, In",14.4,1965-02-07,10.6,high
2017-02-07,40.8555,-85.498,"Huntington, In",13.9,1999-02-07,11.1,high
2017-02-07,40.2963,-86.9027,"Lafayette 8 S, In",14.4,2009-02-07,12.8,high
2017-02-07,41.6116,-86.7297,"Laporte, In",13.3,2009-02-07,12.8,high
2017-02-07,41.2647,-87.4178,"Lowell, In",11.7,1965-02-07,10.6,high
2017-02-07,39.4039,-86.4531,"Martinsville 2 Sw, In",16.7,1963-02-07,14.4,high
2017-02-07,39.8942,-85.3953,"New Castle 3 Sw, In",13.9,1999-02-07,11.7,high
2017-02-07,40.0738,-87.5066,"Perrysville 4 Wnw, In",15.6,2009-02-07,11.1,high
2017-02-07,40.9238,-87.1752,"Rensselaer, In",13.3,2005-02-07,8.3,high
2017-02-07,39.8544,-84.8779,"Richmond Water Works, In",16.1,2009-02-07,11.7,high
2017-02-07,41.0665,-86.2096,"Rochester, In",13.3,1965-02-07,13.3,high
2017-02-07,39.28385,-86.77048,"Spencer, In",16.7,1963-02-07,15,high
2017-02-07,39.4708,-87.408,"Terre Haute Indiana State, In",16.7,2005-02-07,13.3,high
2017-02-07,40.2233,-86.1086,"Tipton 5 Sw, In",15,1999-02-07,10.6,high
2017-02-07,38.7386,-87.4877,"Vincennes 5 Ne, In",17.2,2005-02-07,13.9,high
2017-02-07,40.7917,-85.8258,"Wabash, In",15.6,1925-02-07,12.8,high
2017-02-07,41.4439,-86.9294,"Wanatah 2 Wnw, In",12.8,1965-02-07,12.2,high
2017-02-07,42.2611,-90.4231,"Bellevue L And D 12, Ia",10,1987-02-07,8.9,high
2017-02-07,42.2973,-91.0199,"Cascade, Ia",10.6,2005-02-07,8.9,high
2017-02-07,41.72,-92.749,"Grinnell 3 Sw, Ia",12.2,1925-02-07,11.7,high
2017-02-07,41.5747,-90.4005,"Le Claire Lock And Dam 14, Ia",11.7,1987-02-07,11.1,high
2017-02-07,42.4732,-91.4516,"Manchester Number 2, Ia",10.6,1998-02-07,8.3,high
2017-02-07,42.0494,-90.7488,"Maquoketa, Ia",11.1,1987-02-07,10.6,high
2017-02-07,42.0647,-92.9244,"Marshalltown, Ia",12.2,1990-02-07,11.1,high
2017-02-07,42.0355,-92.5805,"Toledo 3 N, Ia",11.7,1987-02-07,11.1,high
2017-02-07,42.8125,-92.2574,"Tripoli, Ia",7.8,1976-02-07,7.2,high
2017-02-07,37.2775,-95.77694,"Elk City Lake, Ks",20.6,2009-02-07,19.4,high
2017-02-07,37.5081,-94.8394,"Girard, Ks",21.1,2009-02-07,21.1,high
2017-02-07,37.2633,-101.7886,"Richfield, Ks",23.9,1918-02-07,21.7,high
2017-02-07,38.3769,-84.303,"Cynthiana, Ky",16.1,1990-02-07,15.6,high
2017-02-07,37.8176,-82.7882,"Paintsville 1 E, Ky",20,2005-02-07,17.8,high
2017-02-07,37.11667,-84.61667,"Somerset 2 N, Ky",18.3,2001-02-07,18.3,high
2017-02-07,32.3744,-92.9433,"Bienville 3 Ne, La",27.8,1999-02-07,27.2,high
2017-02-07,32.81,-93.0626,"Homer 3 Ssw, La",26.7,1999-02-07,25,high
2017-02-07,29.7856,-92.2046,"Leland Bowman Lock, La",23.9,1999-02-07,23.3,high
2017-02-07,32.5345,-92.689,"Ruston La Tech, La",29.4,1937-02-07,28.3,high
2017-02-07,39.6419,-78.7561,"Cumberland 2, Md",17.2,2005-02-07,15.6,high
2017-02-07,41.9622,-84.9925,"Coldwater St School, Mi",13.3,1925-02-07,12.2,high
2017-02-07,42.5794,-83.6844,"Milford Gm Proving Ground, Mi",10.6,2009-02-07,10.6,high
2017-02-07,41.9299,-85.6385,"Three Rivers, Mi",11.1,1965-02-07,10,high
2017-02-07,34.8219,-89.4347,"Holly Springs 4 N, Ms",22.2,1963-02-07,21.1,high
2017-02-07,34.6988,-89.8213,"Independence 1 W, Ms",21.7,1999-02-07,20.6,high
2017-02-07,34.7281,-90.3683,"Tunica 2 N, Ms",22.2,1974-02-07,20.6,high
2017-02-07,34.3726,-89.5308,"University, Ms",23.9,1925-02-07,22.8,high
2017-02-07,32.9027,-90.3816,"Yazoo City 5 Nne, Ms",25.6,1999-02-07,25.6,high
2017-02-07,37.0538,-93.5756,"Billings 1 Sw, Mo",20.6,2015-02-07,20.6,high
2017-02-07,37.6164,-93.3914,"Bolivar 1 Ne, Mo",21.1,1925-02-07,21.1,high
2017-02-07,39.34472,-91.17111,"Bowling Green 2 Ne, Mo",15.6,1965-02-07,12.8,high
2017-02-07,37.66688,-93.10691,"Buffalo 2 N, Mo",20,1932-02-07,19.4,high
2017-02-07,37.1319,-90.7755,"Clearwater Dam, Mo",18.3,1965-02-07,18.3,high
2017-02-07,37.8638,-94.0155,"Eldorado Springs, Mo",20,2009-02-07,20,high
2017-02-07,37.7922,-90.4102,"Farmington, Mo",22.8,1943-02-07,19.4,high
2017-02-07,37.5739,-90.3086,"Fredericktown, Mo",17.8,1999-02-07,17.8,high
2017-02-07,37.3187,-91.9626,"Houston, Mo",19.4,1963-02-07,17.8,high
2017-02-07,37.3908,-93.9488,"Lockwood, Mo",21.7,1925-02-07,21.7,high
2017-02-07,37.3338,-92.9097,"Marshfield, Mo",20,1965-02-07,18.9,high
2017-02-07,36.6745,-93.1076,"Ozark Beach, Mo",21.1,1999-02-07,20,high
2017-02-07,37.905,-93.3169,"Pomme De Terre Dam, Mo",18.9,2009-02-07,18.3,high
2017-02-07,37.8958,-90.8411,"Potosi, Mo",17.2,2009-02-07,16.7,high
2017-02-07,38.6291,-90.2706,"St Louis Science Ctr, Mo",18.3,2009-02-07,17.8,high
2017-02-07,36.8775,-89.623,"Sikeston Power Statn, Mo",18.9,1999-02-07,18.3,high
2017-02-07,37.6968,-93.7725,"Stockton Dam, Mo",20,2009-02-07,17.2,high
2017-02-07,37.8133,-92.2319,"Waynesville 2 W, Mo",20.6,2007-02-07,20.6,high
2017-02-07,35.5044,-82.5966,"Bent Creek, Nc",20.6,1999-02-07,20,high
2017-02-07,36.2114,-81.6442,"Boone, Nc",16.1,1990-02-07,15.6,high
2017-02-07,36.4301,-80.1789,"Danbury, Nc",20,1999-02-07,19.4,high
2017-02-07,35.4606,-81.3296,"Lincolnton 4 W, Nc",21.7,2009-02-07,21.7,high
2017-02-07,35.8438,-80.4972,"Mocksville 5 Se, Nc",20,2008-02-07,20,high
2017-02-07,35.7585,-82.2711,"Mount Mitchell, Nc",10.6,2008-02-07,8.3,high
2017-02-07,35.27194,-82.6475,"Pisgah Forest 3 Ne, Nc",20.6,1963-02-07,20.6,high
2017-02-07,36.3464,-78.8858,"Roxboro 7 Ese, Nc",18.9,2008-02-07,18.3,high
2017-02-07,36.1308,-81.2275,"W. Kerr Scott Resv., Nc",20.6,1999-02-07,18.3,high
2017-02-07,41.3831,-83.6111,"Bowling Green Wwtp, Oh",15,1938-02-07,14.4,high
2017-02-07,40.2913,-82.6546,"Centerburg 2 Se, Oh",13.3,2008-02-07,11.1,high
2017-02-07,39.3477,-84.5897,"Fairfield, Oh",16.1,2013-02-07,14.4,high
2017-02-07,40.7247,-84.1294,"Lima Wwtp, Oh",13.9,1931-02-07,12.8,high
2017-02-07,40.2705,-84.1507,"Sidney 1 S, Oh",14.4,1999-02-07,10.6,high
2017-02-07,41.5183,-84.1452,"Wauseon Water Plant, Oh",11.7,1999-02-07,11.1,high
